Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Delivery Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes,Prices
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Sholay Kebab,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Sonali Kebab,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Dal Butter,,0,200
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Dal Fry,BESTSELLER,111,160
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Dal Makhani,,36,160
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Dal Tadka,,8,220
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Jain Dal,,0,200
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Jeera Dal,,0,200
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Rajma Dal,,0,160
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Yellow Dal,,0,200
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Aloo Gobhi Masala,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Bulbul Kofta,,0,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Dum Aloo Nawabi,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Ginger Aloo,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Green Peas Masala,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Hyderabadi Paneer,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Italian Paneer,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kadhai Paneer,,7,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kaju Butter Masala,,43,255
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kaju Paneer,BESTSELLER,166,245
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kesar Paneer,,5,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Lacha Lacha Paneer,,17,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Malai Kofta,,32,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Malai Paneer,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Methi Chaman,,17,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Mix Veg,,9,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Mughlai Paneer,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Mutter Mushroom Masala,,6,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Mutter Paneer,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Palak Paneer,,46,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Bemisal,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Bhurji,,0,245
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Butter Masala,BESTSELLER,281,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Chatpaat,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Kofta,,0,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Makhanwala,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Tikka Masala,,56,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Tiranga,,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Zam Zam,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Plain Palak,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Punabi Gobhi Masala,,0,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Punjabi Chana Masala,,7,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Punjabi Kofta,,7,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Rani Kofta,,0,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Shahi Paneer,BESTSELLER,19,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Sonali Tikka Masala,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Stuff Capsicum Masala,,0,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Tomato Chatney,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Tomato Curry,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Achari,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Banarasi,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Chatpaat,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Jaipuri,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Kolapuri,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Nagori,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Navratan Korma,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Punjabi,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Aloo Paratha,,60,65
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Baby Naan Wlust Tuy,,0,70
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Butter Naan,BESTSELLER,220,60
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Butter Paratha,,0,63
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Butter Roti,,174,37
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Chatpaat Naan,,11,70
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Garlic Naan Mast Tuy,,10,80
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kotmir Butter Naan,,6,65
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kotmir Butter Roti,,6,45
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kotmir Plain Naan,,0,60
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kotmir Roti,,0,42
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Lacha Paratha,,0,63
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Masala Kulcha,,75,65
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Masala Naan,,0,65
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Methi Roti,,0,40
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Onion Paratha,,0,63
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Paratha,,18,70
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Plain Naan,,9,55
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Plain Paratha,,0,60
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Pudina Paratha,,0,63
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Punjabi Methi Paratha,,0,63
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Roti,,114,31
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Rumali Roti,,56,50
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,SantoshS Special Paneer,,0,80
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Santoshs Special Punch Naan Must Try,,0,70
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,SantoshS SpecialVeg Kulcha,,0,80
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Stuff Naan,,0,80
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Butter Rice,,0,220
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Curd Rice,,63,175
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Dum Biryani,,17,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Handi Biryani,BESTSELLER,260,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Hongkong Fried Rice,,0,215
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Hyderabadi Biryani,BESTSELLER,115,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Jeera Fried Butter Rice With Kaju,,0,235
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Jeera Rice,BESTSELLER,112,185
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kaju Biryani,BESTSELLER,161,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Lemon Rice,,0,210
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Mangolian Rice,,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Mushroom Biryani,,10,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Biryani,BESTSELLER,319,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Fried Rice,,9,225
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Plain Rice,,5,140
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Pulaw,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Samber Rice,,0,265
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Schzwan Fried Rice,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Special Fried Rice,BESTSELLER,20,245
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Special Shahi Biryani,,13,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Special Veg Banarasi Biryani,,0,290
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Special Veg Sajani Biryani,,5,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Tomato Rice,,0,210
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Veg Fried Rice,BESTSELLER,93,185
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 10 Funghi Alla Trapanese,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 24 Spinaci Salsa,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 25 Pale Di Potato,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 3 Crostini Alla Ragusana,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 4 Bruschetta Al Pomodoro,,0,200
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 59 Herbs Garlic Bread,,0,220
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 6 Funghi Trifolati,,0,180
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 7 Caprese,,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 8 Masala French Fries,,5,200
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,A 9 Masala Garlic Bread,,8,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,C 1 Cannelloni Ala Florentina,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,"C 16 Risotto 4 Formaggi (""Tomato Sauce On Request)",,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,C 18 Risotto Della Nonna Adelina,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,C 19 Risotto Arunghi Porcini,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,C 2 Lasagne Alla Napoletana,,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,C 25 Lasagne Alle Verdure,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,C 5 Risotto Funghi E Zafferano,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 13 Oven Roasted Garlic Bread With Cheese,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 14 Beans Tacos,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 15 Special Tacos,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 19 Special Enchilads,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 21 Cheese Quesadillas,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 22 Vegetable Quesadillas,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 23 Cream Roasted Garlic & Cheese,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,"M 24 Creamed Corn, Capsicum & Cheese",,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 3 Mexican Supreme Nachoes,,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 32 Chimi Changa,,0,210
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 4 Nachoes With Cheese Sauce,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 5 Nachoes With Refried Beans,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,M 6 Tortilla Chips With Salsa,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 1 Pummorola,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 10 Pasta Al Forno (Baked In The Oven),,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 11 Puttanesca,,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 13 Al Funghi Porcini,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 14 Panna E Noci,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 15 Panna Funghi E Pieselli,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 17 Alla Zingara,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 18 Matriciana,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 19 Primavera,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 2 Agli Olio E Peperoncino,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 20 Tris,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 25 Pasta Al Sole Di Sicilia,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 26 Pasta All Bakunin,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 27 Pasta 4 Stagioni,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 28 Alla Firritiana,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 29 Pasta Del Barone Ast Tay,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 3 Chiefs Special Pasta Wmust Try,,0,320
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 30 Tortellini Del Casale,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 31 Tortellini De Zia Cuncetta,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 35 Pasta Barbaresca Muot Tuy,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 36 Pasta Della Nonna Adelina,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 37 Pasta Don Vito,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 39 Pasta Del Fattore,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 42 Masala Mafia Wust Tuy,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 46 Pasta Alla Alfredo Lust Tuy,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 47 Spicy Nochi Pasta,,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 5 All Arrabbiata Must Try,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,B 7 Al Pesto Genovese,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,"B 9 Al 4 Formaggi Mast Tuy (""Fresh Tomato Sauce On Request)",,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 1 Sadu Pizza (Cheese On Request Extra),,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 10 Exotic Pizza,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 11 Mediterranean Pizza,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,"P 12 Zen Pizza (Cheese On Request Extro"")",,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 16 Garden Mast Toy Pizza,,0,190
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 17 Fantasy Mask Tay Pizza,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 18 Bombay Mask Toy Pizza,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 19 Nawabi Imast Tug Pizza,,0,250
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 2 Om Mast Ty Pizza,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 20 Manali Pizza,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 21 Indian Mast Tug Pizza,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 22 Calzone Al Forno Pizza,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 23 Mexcian Mast Tug Pizza,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 24 Rustic Pizza,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 25 Tre Peproni Must Try Pizza,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 26 Tobasco Must Try Pizza,,0,240
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 27 Sicilia Pizza,,0,280
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 28 Pavarotti Pizza,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 29 Pesto Pizza,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 3 Bell Assai Mast Tug Pizza,,0,260
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 30 Pizza Alla Vodka Must Trg Pizza,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 32 Pizza Mellino Pizza,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 33 Pizza Napoli Pizza,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 40 Pizza Paprika Pizza,,0,270
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 44 King Cobra Pizza,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 45 Santosh Special Paneer Pizza,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 5 Ultimate Mast Tuy Pizza,,0,210
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 7 Nirvana Pizza,,0,210
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 8 Goa Pizza,,0,220
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P4 Special Naan Paneer Tika Pizza Mast Trg,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P45 Santosh Special Veg Pizza,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,V 1 Pav Bhaji Sizzler,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,V 2 Stone Grill Sizzler Lust Tay,,0,320
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,V 3 Laa Unico Sizzler,,0,300
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,V 4 Pasta Sizzler Must Try,,0,350
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,U 1 Pav Bhaji Fondue,,0,320
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,U 2 Classic Swiss,,0,320
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Bundi Raita,,0,80
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Butter Papad With Chaat Masala,,0,45
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Caesar Salad,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Corleno,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Curd,,0,75
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Extra Butter,,0,65
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Extra Gravy,,12,15
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Extra Raita,,9,15
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Fry Papad,,5,40
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Green Salad,,0,90
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Insalata Mista,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Masala Papad,,21,55
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Masala Salad,,0,20
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Mix Raita,,0,80
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Papad Churi,,0,120
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Pineapple Raita,,0,80
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Roasted Papad,,16,40
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Salted Lassi,,0,70
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Sweet Lassi,BESTSELLER,232,70
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,ChiefS Special Ice Cream,,0,185
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Fresh Lime Soda,,0,160
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Gulab Jamun,,11,45
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Gulab Jamun With Ice Cream,,0,230
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Kit Kat Shake,,0,210
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Oreo Shake,,0,210
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Cheese Maggie,,0,185
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Chief Special Maggie,,0,204
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Maggie,,0,190
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Peri Peri Maggi,,0,170
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Plain Maggie,,6,120
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Schezwan Maggie,,0,170
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Chicken Soft Noodles,BESTSELLER,401,165
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Chicken Fried Rice,BESTSELLER,296,155
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Chicken Cheese Pizza [8 inches],BESTSELLER,141,289
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Chicken Double Cheese Pizza [8 inches],BESTSELLER,50,299
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Chicken Singapore Noodles,BESTSELLER,135,165
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Chilli Chicken,MUST TRY,114,165
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Veg Manchurian Fried Rice,BESTSELLER,117,149
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Chicken 65,,119,157
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Veg Cheese Pizza [8 inches],MUST TRY,37,248
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Chicken 65 Pizza [8 inches],MUST TRY,55,299
