,rating,review
1329,5,not good in test &amp;suasu are too less in quantity all roll are very dry
1330,1,no taste at all.. 1.5 pcs of paneer in rich bowl.. liquid flowing out of wrap..
1331,5,totally bakwas taste will never re order
1332,5,"Had very bad experience with restaurants, food item missing then quality of the food looks dam horrible"
1333,1,delivery is too much late. 
1334,4,Excellent 
1335,5,good 
1336,2,Just 1 word : AWESOME!!! 
1337,2,not follow my instructions  
1338,1,very very lazy service.<br/>did late to prepare order as I was in continuous touch with Delivery guy according to him restaurant did late in delivering 
1339,1,"nice, Ful filling, tasty 😋 and nice handling.. loved it "
1340,2,too sweet
1341,5,Nice but very spicy
1342,1,yummy 😋😋😋😋😋😋😋
1343,5,no tests at all...
1344,5,Not good teste
1345,1,Taste is not good also they added lots of capsicum in hydrabadi biryani...so dont order those who love hydrabadi biryani...
1346,1,onion ni salad bola tha fir bhi diya nahi
1347,1,good 
1348,4,good 
1349,5,bed quality of kulcha
1350,5,only 4 small pieces of paneer
1351,4,paneer quantity was very less. roti or naan are same made of maida. Only difference is butter or without butter. 
1352,5,best test ever
1353,1,the delivery made by delivery boy was really amazing.... I'd really like to appreciate his service....grade him thanks and regards ☺️😇
1354,1,supar
1355,1,na
1356,2,good
1357,4,only garlic in dal very spicy.
1358,4,My Suggestion Is Owner Has To Taste Food. Taste Is Horrible. In Paneer Butter Masala 4 Small Piece Paneer Another All Gravy. Kaju Curry Same As P.Butter Masala. I Put Food In Dustbin.
1359,2,good person 
1360,1,good food
1361,2,test is  good but cheese cube not a gravy
1362,5,happy for rider
1363,5,some items are having same taste
1364,1,less quantity and poor test..
1365,3,Super fast delivery and great service
1366,1,worst 
1367,1,hydrad Biryani.... colity not good 
1368,5,2nd time experience<br/>order veg biryani<br/> coment me likha tha veg biryani kothmari and capcicum mat dalna muje 2nd time Jain biryani aaya hai staff ko thoda padhne boliye pls 
1369,5,Nice delivery boy and super fast delivery😍😍😍
1370,5,order was spilled. 
1371,4,excellent food
1372,5,we feel cheat as wrote less spiecy while kaju kurry more spiecy and one kulcha missing in the order
1373,4,cost somewhat high
1374,1,good quality and time punctual service
1375,3,So less paneer
1376,1,i ordered cheese butter masala there were no cheese pcsin it. only two pcs were there.
1377,3,dal free me taste he nai tha jeera rice me rice poper nai thae
1378,5,The amount for whole order has been deducted from the account and they didn’t send the Pepsi.<br/>It costs INR 57 and neither Zomato nor Tacobell has a courtesy to do the needful instead telling to send the bottle in 27 minutes so imagine what would be the condition of the food especially tacos.<br/>Crunchy tacos turned into cornflakes tacos.<br/>Very very bad service .
1379,4,what a disappointment
1380,4,Very good
1381,4,worst all products
1382,5,didn’t give cold drink which was included in the meal
1383,4,The non veg is not good. They don’t put enough chicken
1384,1,"The size of the burrito has been reduced drastically, also there was very minimal filling inside it was like I'm having just meda roti "
1385,4,It was great and spice sauce given. 
1386,3,"No delivery instructions were followed, taste just degraded. Crunch taco was already broken into pieces and very minimal amount of beans"
1387,3,Didn’t get as expected
1388,1,ek dum bakwas tha wast of money 
1389,1,food is not tasty agains price
1390,3,missed to add cheese in cheese fries 
1391,1,dilevery issue
1392,2,sir I did not got another mexi wrap 
1393,1,Package is not sealed
1394,1,Worst food
1395,1,The food was not at all hot
1396,5,test is not good 😏
1397,3,again my order was palced and still the samee my pepsi was spilt....what is this man?
1398,1,My pepsi was already wasted like u can see in the pic....i cant even open it ....i will have to throw it only now and that's so wste of my money and time.....pls take some action 
1399,1,Worst packing
1400,1,burriot not as per standards 
1401,2,food is too cold otherwise it is tasty
1402,1,test is  bad...
1403,1,not added orange sachet 
1404,5,"disappointed to try this food , considering high reputation this restaurant chain has , <br/><br/>taste was not good at all , quality was not good too , <br/><br/>they are using simple packaging , taking very high charge ,<br/><br/>not good at all."
1405,1,Restaurant missed dip delivery
1406,1,For a restaurant that charges 35 INR for packaging and still delivers one of the worst packaging I've ever seen. Chalupa was just wrapped in paper and all the stuffing fell out into the caary bag.
1407,1,didnt follow instructions
1408,3,Pepsi is missing in delivery 
1409,2,horrible . 
1410,1,very good 
1411,2,very good 
1412,1,but there was no perfect packaging 
1413,1,please improvise the taste and the quantity in the combo 
1414,3,very bad test 
1415,3,Please do not waste money <br/>The worst butter chicken had only 2 pieces of chicken and did not taste anything like a butter chicken<br/>Kurkure chicken was not fried properly and the chicken was hard and flavourless<br/>Also the food was delivered extremely late worst ever
1416,2,Very nice place and food qualities awesome quantities very nice specially mocktail bar awesome unique
1417,1,"DO Not Order From Crave In . it Was Very Bad In Test ,Even Not Accepting The Customers ‘s Review .And Not Return Whole Amount Of Diwas .<br/>Bad Attitide To Talk To Customers .<br/>Never Ever Order From Crave <br/>Thanks ."
1418,4,butter chicken was very sweet and sticky
1419,2,"packing not good, oil come out, roti no proper bake/roast 👎👎. Other item all taste and quality 👍"
1420,1,so osam
1421,1,very bad smell coming from chiken. they are used 7-8 days old chiken
1422,5,very testy 
1423,5,is this the coke which you said will be complementary????<br/>Are we fools??
1424,5,worst service 
1425,5,bakwas 
1426,1,I just want my mutton rogan josh money back because it’s totally wasted and I can give u back tomorrow in the morning if want to taste.
1427,3,food was ok bread are raw
1428,5,too bad not like expected
1429,1,not tisshu not spoon<br/>and not gulabjamun my thali is not avalable 
1430,3,great work 
1431,5,nice 
1432,1,osm
1433,2,"good taste, good quality and quantity "
1434,1,in order 1brownie is there but I didn't get one . overall experience is not satisfied.
1435,3,very bade smail in meat 
1436,5,"very worst taste.Quantity wise it's fine but too much ghatia taste.Not much chicken, vegetables are available insde of the  fried rice box.It seems like ur having only dry rice.So if u want to save ur money don't order."
1437,1,"they don't deliver certain items but charge you money, cheater hote special Ankit. <br/>never order from this restaurant, zamato should remove this hotel from the  list. "
1438,5,"worst hotel of Surat, cheater"
1439,1,"!!! Don’t ORDER !!!<br/>chicken tandoori was half cook, owner refuse to refund or replace. i advance don’t order from this place. <br/>also zomoto did not wanted to refund they said they only delivery partner but they forget its they who charge for them. indirectly zomoto is responsible for such food. <br/>i will file legal complain against both in decent time for not been responsible for there own restaurant &amp; partnership of delivery."
1440,5,rice cooked nahi the properly 
1441,5,m too much dissatisfied with Crave In being a regular customer still the donot give a shit about anything<br/>saala kuch bhi bhej do and customer ko chu bana do
1442,4,It tasted so bad
1443,5,Order not complete
1444,1,nice taste of biryani 
1445,1,good 
1446,1,average 
1447,5,Exilent
1448,1,nice 
1449,1,?
1450,1,very gud
1451,5,good 
1452,1,worst pizza ever .. don't bluff customers 
1453,5,Billing amount is different with payable amount. INR 246  is billing amount where payable amount is INR 305. Why so?
1454,4,nice
1455,5,worst ever taste and quality.
1456,3,worst chicken.. will never by buy again...
1457,1,test is good 
1458,5,amazing test
1459,2,very tasty 😋 pizza 🍕
1460,5,Overall very nice food.
1461,1,no is not good and is very cold i m not happy 😔
1462,4,good service
1463,1,Food is not gud
1464,4,very bed West money
1465,1,jaisa test hona chahiye wesa nhi tha or mene 2 ordar kiya tha eik hi aya 
1466,1,very slow services 
1467,1,Wont order from this restaurant
1468,5,givvivu
1469,4,low quality and High price
1470,3,ur food item is very good taste
1471,5,good test
1472,3,improve taste nd quantity against Rate u r taking from customer
1473,5,only pieces of chicken look like a greay and bread
1474,1,"We were expecting wheat roti, got maida roti. Good spicy chicken, enough for 2 people. "
1475,4,The packing was wet. The chicken was wet. Had to throw the whole thing away.
1476,4,"no taste ,not enoght masala,waste of money i dont order again."
1477,1,not worth the money better to sell it at 150 that 298<br/>watery Dall sweet chicken mada rote . and full of disappointments <br/>you will not get an order from me ever again    <br/>☮️
1478,5,bad taste of sabji...stale food
1479,1,Superb fast delivery
1480,1,Food quality wasn't as expected. Not worth for money. Delivery was also delayed
1481,1,रोटी कच्चा पनीर सbji not good taste. Disappointed
1482,1,Packing of food is not as per quality.
1483,1,without packing / carry bag only thali delivered<br/><br/>spoon need to be provide<br/><br/>delay in delivery<br/><br/>delivery boy do not wear uniform
1484,2,Bhot late delivery huva
1485,3,it wasn't as before.
1486,2, not sabji like as paneer tikka
1487,3,packing sahi nahi thi carry bag nahi diye
1488,1,bad
1489,1,overpriced 
1490,1,please increase the no. of rotties and size of kulcha 
1491,1,food plate was not in the plastic bag and there was no mukhvas in the plate
1492,4,Nice taste
1493,5,kadai chicken is to salty
1494,2,Such an authentic taste!!!
1495,1,chicken curry too much salty
1496,4,roti or salad kam aaya tha .
1497,1,okay 
1498,1,paneer taste was worst
1499,3,Good 👍
1500,3,GOOD SERVICE 
1501,1,the item I have oder i didn't get the same item
1502,3,no spoon available. rice qty not as per picture shown in app. overall taste is good 😊
1503,4,spoon not available 
1504,1,food is good but rice not perfect
1505,3,overall quantity is quite Less and also paratha size and Roti size are very small compared to regular rotis
1506,3,very less quantity 
1507,5,good 
1508,3,No Taste...very Bad...Money waste
1509,3,vey fast person
1510,5,Dish is tastesless... and roti is hard to eat and dry.... 
1511,2,service excellent food was not good
1512,4,rate is too high as per quality rate is too high. i thik the plate was maximum 125 to 150
1513,1,Bhangar thali ….. badhu kachu hatu
1514,1,Vaahiyaat ! Most worst thali I had !!
1515,4,delicious food 
1516,3,too salty
1517,2,service quality of staff was good
1518,4,Wrong order delivered
1519,4,nice 👍
1520,1,Total tasteless foood<br/>not to order from this restaurant for sure
1521,5,"A total waste of time &amp; money as All repeat ALL items were totally tasteless, bad quality / selection of vegetables, Watery &amp; tasteless Dal, Awful Pulav. Fasting is better than ordering here."
1522,5,gulab jamun was given and restaurant and delivery partner both denied and said it was given
1523,1,Value for money💸
1524,1,Quality bigad diye pehle se
1525,1,No proper packaging of food.
1526,1,Kindly issue us a refund for an order which is written something else and comes out to be something else.
1527,4,ok
1528,1,very good 👍 sarvice 
1529,3,"The order was not good and it all went waste , we wasted our money it seems!"
1530,1,paneer was stale nd bad in taste so dry hard to chew will never order again from.Table talk 
1531,1,Truly worth it
1532,4,They followed instructions.<br/>I didn’t had any cutlery with me to eat. They packed very well and sent to me. <br/>Thank You.
1533,4,chutney's are 1spoon only with dosa bit broken from first side
1534,3,amazing test tha ..   itna testi khbi nhi khya 
1535,2,"I told them to follow instructions but they didn’t and they never do , I told them to not put onion garlic yet they didn’t read instructions"
1536,1,packing nd taste is 👍 
1537,5,sambhar is missing 
1538,5,packing thik se pack kare rider jab bike chalata hai to sab kharab ho jata hai 
1539,5,Please note what the orders
1540,1,taste was good 👍 
1541,4,I tried first time n it is awesome
1542,1,packing was awesome taste was average 
1543,1,Aloo bhaaji was tasting foul
1544,5,Good
1545,3,mysore masala order kiya tha <br/>masala dosa àya
1546,5,sambar and coconut chutney less quantity 
1547,5,papad is missing
1548,5,Sambhar quantity is less<br/>Rest all is good
1549,1,sambhar khatta tha ..not as usual.. sometimes tasty and when  order with craving..it destroys with cruelty
1550,2,"There were whole peppercorns in the dosa which is what ruined the entire dosa. Also too many onions. The rava masala dosa itself is so good but the aforementioned kinda ruined it. The star was coconut chutney, it’s amaZing keep it up. The sambhar needs improvement."
1551,1,"Sometimes they don't follow the instructions, we have to call and tell aggresively to add extra Items.<br/>but Best Packaging and Fresh Food."
1552,5,Everything was very Good and the Quantity is also enough for 2 peoples<br/>Really proper and pure South Indian taste after a long long time👍👍
1553,5,no olives this time 
1554,5,The food overall was not upto the mark. The gravy was too thin and the starter were not out of box they were below average
1555,1,"quantity is lesser, you can increase portion size"
1556,4,ordered chicken tikka masala. the taste of the gravy was good. but chicken was a but uncooked and raw. quality of chicken ws also not good.
1557,1,we been having butter chicken at this place since the longest time. the taste was completely off. Not worth ordering at home.
1558,3,Not full quality in the box<br/>just 2 to 4 piece i have received 
1559,2,I told not to send the bill still you sent the bill sticking on the box.
1560,5,food was good. quantity was not as per price . 
1561,4,Good packaging &amp; good quality food. Overall nice experience
1562,1,"worst experience my total order bill was 358 rs which was charged from zomato that is for two people what the hell is wrong with these people charging so much and it was fully oily and no chicken piece , please dont order or else you will regret"
1563,2,Chicken pcs in biryani was uncooked
1564,4,fried rice was tasteless<br/>chicken was bland
1565,5,Didn’t read comments of my order though food was good
1566,5,Quantity was less than expected. 
1567,5,Very Late delivery and not good  packaging an requested to restaurant for little onion slice but they won’t sent
1568,1,very less portion and chicken 
1569,3,Mutton rogan josh was oily try to use less oil
1570,1,I wast my money...only 4 pice chiken this dish....test was not good...my 350 rs is wast....pls dont buy...😡😡😡😡
1571,2,quantity was less
1572,1,qty served was too less recommend to eat at restaurant
1573,1,delivery boys is  very good.
1574,1,Less qty
1575,4,the garlic bread is burnt !!<br/>pastas are bland. no flavour 
1576,1,bad experience 
1577,5,as always good food
1578,1,quantity and quality is very low and even the taste also bad smell is coming from food <br/>I need my money refund now
1579,3,pls gve d quantity 
1580,5,worst food<br/>&amp; the quantity was to less.<br/>
1581,5,Very small quantity of food compared to the price tag Rs299.
1582,5,Not worthy<br/>
1583,1,quantity is very small
1584,1,good 
1585,5,good 
1586,5,It’s very good.
1587,4,ok
1588,2,Tasteless
1589,1,due to late delivery 
1590,1,good delivery 😊
1591,5,it's 😋
1592,1,Good test 🥰
1593,1,good 
1594,3,Manchurian Quality was not good 
1595,1,nice taste delevery man is also very nice food is also nice &amp; hot
1596,5,Everything is bad
1597,5,bill not given by restaurant.<br/>no zomato seal on order.<br/>it is dilama that order is actual from restaurant or not ?
1598,5,awesome 
1599,5,Not so good! <br/>why cabbage in Frankie 😵‍💫
1600,3,I am not happy your food packaging
1601,5,I will never add from here again.
1602,5,loved it
1603,5,Packing very bad
1604,1,Cheese maza aa gya value for money
1605,5,very good item and hot item deliver . <br/>very good package<br/><br/>
1606,4,"thank You, it was nice"
1607,5,it's too much yummy 😋<br/>thanks for making it as per instruction I given on call.
1608,5,ketchup not therr
1609,4,yummy frankie
1610,4,allo ki tiki hoti he na ki aloka mava bharte he 🤬
1611,1,Not a send ketchup with frankie and packing is very poor arriving frankie in transparent plastic bag very disappointed
1612,1,🤩
1613,5,perfect test 
1614,1,packaging was worst 👎
1615,5,good
1616,1,good
1617,1,I don't even get catch-up with it.🙄 Very disappointed with this. 
1618,5,aflatun
1619,1,worthy it was ...
1620,5,😋🤤
1621,5,If i am paying for customization then things need to given too
1622,5,my name was not written 
1623,3,great packaging for home delivery 
1624,1,worst service n taste
1625,1,Enjoyed the cappuccino as always! Packaging was brilliant and delivery was on time.
1626,5,Pleaase provide proper packing
1627,5,Chai tea latte tasted like diluted milk.!!! There was  no flavor at all.<br/>Java chip Frappuccino tasted like bubble gum flavored Frappuccino..!!!
1628,4,Please add the option for classic cold coffee in the menu. It’s a request.
1629,1,Did not follow the instructions!
1630,3,"loaded with only ice , when i have told low ice"
1631,3,They didnt add the Hazelnut syrup i had ordered and paid for
1632,5,excellent taste 
1633,5,Awesome  taste ENJOYED  VERY MUCH <br/>W
1634,3,too bad
1635,4,drnik without straw 
1636,4,not value for money not at all good 
1637,5,"received some other drink instead of ordered one, that too didn’t enjoyed even not followed the instructions mentioned during placing order."
1638,4,pathetic
1639,5,Very bad quality and taste
1640,1,i added a birthday wish but it wasn't there in the parcel 
1641,1,very very disappointing <br/>
1642,1,Coffee at Starbucks is definitely good but things could have been a bit better. Would suggest you to add extra things according to your preference to make it great.
1643,1,You have not added pre added sugar.
1644,1,Very sweet no taste of coffee <br/>Total waste of money
1645,2,great
1646,1,Bittersweet
1647,1,the hot chocolate was spill out of the cup and it was completed empty!!!!😤😤😤 the worst service.
1648,1,average packaging 
1649,5,excellent packaging 😍<br/>and it tastes amazing 😍
1650,3,zomato boy behaviour is very bad 2nd time bad experience
1651,1,How can we eat without spoon??? You didn’t even send cutlery 🍴 very poor service
1652,1,Got half of my order didn’t gwt fat burner and took the whole money pathetic service
1653,1,Cup was small instead of regular and i paid 260 for 1 cup
1654,5,very less quantity as compared to others 
1655,1, I was charged 379 for full biryani and the quantity is very very less. Not even enough for one person. Taste was not good. Isse acha to ghar pe dal bhat hai bhai. Don't ruin your mood.
1656,5,Plain blend rice with some veggies and some paneer pieces feels like hospital food
1657,1,the restaurant did not gave cutlery instead of delivery partner asking for it 
1658,5,its good in taste...
1659,4,Trotrillas was not  fresh at all which happens often times
1660,1,worst experience ever!!!
1661,5,test ok but qty less
1662,5,JUST MAINTAIN  QUALITY  AND TASTE
1663,1,The food is really tasty and yummy but it's a bit over priced.
1664,1,They give so less food jab vaha jate he vaha acha hota he par Zometo me bahot kam bhejte he khana pese west he
1665,1,The best cafe in adajan had ordered for the first time the quality of the food was outstanding the chicken skillet was so yummy.
1666,1,What should I say the best place for both veg and non veg food good staf service rates are not that high
1667,1,"Very good quality food, good staf behavior just try went to this cafe fir the 1st time and became fan"
1668,1,"very bad experience, rider came very late, delivery was very late"
1669,1,please use proper amount of veggies in salad.
1670,1,Great service and were very friendly atmosphere was awesome and i definitely liked that most important every food and drink on menu taste great
1671,3,Loved it. Food is so lip smacking  &amp; healthy. Every time I order from this restaurant. Best biryani in town. 
1672,4,worldclass
1673,3,Third class.. bad smell coming… plz dont sell such kind of food.. do you give such kind of food to your family….. return my money
1674,5,I want to return this…
1675,3,I didnt like this chicken atall. Can u replace it?
1676,1,I love all smoothies but plzzz mention the name of  smoothies on glass
1677,5,taste was horrible
1678,5,quantity
1679,5,Worst experience ever. Too small portion size with no taste at all. On top of it Zomato delivery partner don’t use the warming container to keep food safe and warm. Orders take longer than expected.
1680,1,  quantity was less than last time but  it's tasty as always I order it very oftenly
1681,5,3rd class food quality and taste.. <br/>couldnt eat anything to be frank. worst egg items i have ever tasted. 
1682,1,ontime delivery and very politeful
1683,5,a little too salty
1684,1,ok ok 
1685,3,The quantity of the combo is very less in compared to the normal order and there’s a taste difference also in the combo
1686,1,two different items are same
1687,2,taste was not good<br/>packing was also poor 
1688,4,packing not good. 
1689,1,pav were very dry also omelette was very dry no oil in both 
1690,3,very Very spicy unable to eat this <br/>Money Got wasted 
1691,1,nice test
1692,4,nice test 
1693,4,food should be packed properly and health and hygiene should be taken care of while packing
1694,5,very bad item 
1695,5,Just serve what you have written
1696,5,The order which I order was not delivered so very bad service very much disappointed
1697,3,So late delivery
1698,4,Portion I. e quantity is less compared to item rates
1699,1,lachko test same as khima
1700,5,"Good and perfect, take special care of cooking instructions"
1701,3,full of oil
1702,1,Perfect
1703,2,"Always best , healthy and fresh"
1704,5,spilled food
1705,3,Excellent and yummy
1706,1,did not send extra pav.
1707,3,Best quality .. tasty bhi healthy bhi .. best part is that Baba omelette make orders as per instructions given
1708,5,Good keep it up
1709,3,What is this item baba omlet<br/>i am not expect this very very very worst item😭😭
1710,1,mene jo order diya vo he hi nai kisi or ka parcel bhej diya he yaar kya kese kam karte ho
1711,3,Too much spicy After instruction of less spicy
1712,3,Please make fresh food as we are not begging but we are paying whatever you ask
1713,5,excellent 
1714,1,roll will. be wrapped with the butter paper....
1715,1,I got bad food
1716,1,so much oily 
1717,1,too much spring onion . 
1718,5,Bakwass
1719,5,ok
1720,5,.
1721,5,One of the worst dish i have ever had.
1722,5,good
1723,5,Good one.
1724,5,best for sweets 
1725,5,good test
1726,5,very faat delevery 
1727,1,good
1728,5,There is no chuntney given along with samosa
1729,5,I have received cold samosa <br/>How can someone eat such worst quality food
1730,1,Excellent
1731,1,250
1732,3,सुपर
1733,3,Keep this taste alive.
1734,1,Have not recived food
1735,1,delivery is good
1736,5,very fast delivery 🤗🤗🤗
1737,5,Good
1738,1,very good 
1739,4,stale food bad smell
1740,5,bahut bekar product se itni badbu a rahi hai aur khane mein to koi test hai nahin
1741,3,All time our favorite♥️
1742,5,wrong quantity n not good quality 
1743,5,mast test
1744,5,best 
1745,5,nhi mila order 
1746,5,Good
1747,3,i needy refund
1748,5,nice thanks 
1749,1,great work thank you
1750,5,nice
1751,5,shiv Shakti has worst management .they gave me wrong order
1752,5,My favorite sweet 😋😋😋
1753,4,awesome
1754,5,good food 
1755,1,best best
1756,1,good samosa
1757,5,fine
1758,5,i eat shiv shakti's samosa from 1995 at textile market and telling you till date it is excellent taste at ghod dod road branch also .
1759,5,"is it from shiv shakti or from some fake restaurant, doesn't taste anything like it. Rasgulla were not fresh and they were crumbling like pedda. Samosa were not good as per the price asked for."
1760,4,very nice 
1761,1,it wasn't fresh at all 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢🤢🤢🤢🤢
1762,1,"it's fully melted , it's not eatable , so you can take it back, i would like to take refund."
1763,5,samosas were not hot 
1764,5,malai ghevar was not fresh very hard
1765,1,This is what’s i got didn’t get the right order
1766,3,Glass was not packed well wasted money. They not give 99pencacke brand glass they packed loos glass third class quality of disposable glass
1767,2,Was charged for extra biskoff but didn’t get it
1768,5,Spilled pancakes wid less topings
1769,5,The way of delivering should be according to the charges applied 
1770,1,packing was not proper very bad packing 
1771,5,Too much pricey.. Quantity was less
1772,2,"Hi, <br/>I ordered pancake and whole is of no use as they all got messed up and    Spoiled"
1773,1,Without bag he delivered my order. So unhealthy and unsafe. Never ordering from zomato
1774,1,It was good. liked the dessert. Wasn't hot as delivery took some time. overall it was 👍🏼
1775,4,not worth the price 
1776,2,It was complete mess
1777,5,I have added a massaged gift card with this bt I have not received it 😕
1778,1,Refund
1779,4,I hv had waffle n pancakes from 99 pancakes before.  but this wasn't upto the standard. Not worth the money.
1780,2,where good 👍 
1781,5,a bit bitter taste at the end 
1782,5,⭐⭐⭐⭐⭐
1783,1,Absolutely amazing! The place is beautiful and staff are super friendly and the food is delicious. I love that you get a lot of food as well for the price.
1784,1,nice 
1785,3,bottles were not given properly closed. no tape was also put on bottle. how would we know if delievery boy drink it and give it to me ...<br/><br/>poor packing... 
1786,1,.
1787,5,Make the doughnut dough proper and less dry
1788,5,this is so much oil....test not good😩
1789,4,buri tara se khana pura gira diya he..
1790,3,nice
1791,1,I have added 2 vanilla ice cream with my order which i didnt got and it affected my whole surprise for the one whom i have ordered all of this.
1792,1,Pathetic taste and quality
1793,1,may vest of money 
1794,5,be quick to prepare the order.
1795,4,don't buy from here 
1796,5,ice cream is melted and waffle get soggy and all melted ice cream has been on the waffle box<br/>
1797,1,shut down your pizza menu its worthless 
1798,5,I like about the price . service was quick and rider was friendly. have been thier regular customer. I love maggi
1799,1,Excellent taste and freshness..<br/>a total worth buying and would definitely try other flavours too...
1800,5,"Very bad food, don’t buy, they give me fries instead of waffle"
1801,3,the taste of was very bad and quality was also too bad. I'm not feeling good after eating. please make good quality of pizza. they make very horrible pizza. and it also not packed as zomato norms. please take action against such irresponsible restaurants. 
1802,5,this iteam half
1803,1,ghatiya quantity
1804,5,The waffle did not taste like waffle at all. it was not at all crispy. 
1805,5,packing not good look like any body open it
1806,1,"price is high ,this is my last order"
1807,1,waffle was too bad with quality. it was too hard to eat and it was tripple chocolate but no chocolate sauce were there ...
1808,2,West of money and Food time
1809,1,not like a pizza veggies are not cooked   cheese is not melted 
1810,1,worst food
1811,5,bed
1812,1,super
1813,1,"This restaurant having issue for malting of chocolate, need to take some proper packing for home delivery and also damage"
1814,1,very bed
1815,2,Hair fall in waffle very bad things zometo need to look in this matter
1816,1,the coffee was raw and so damn bitter because it wasnt blended well. Disappointed. <br/><br/>please dissolve the coffee granuals well with chocolate sauce before spreading on waffle.
1817,2,hi
1818,5,garam nahi tha... packing bi barabr nahi thi
1819,5,too good icecream.. yummy 😋
1820,1,mancurian is not good very bad smell
1821,1,got free lassi with 2 paneer sabjis. both sabjis were good with excellent quantity. definitely gonna order next time.
1822,5,worst food ever
1823,1,good service 
1824,1,good tast
1825,3,shirkhand is not delivered
1826,1,good peking good food &amp;very chipest rate <br/>but item high qwalty
1827,5,really good. 
1828,5,good
1829,5,full garma garm 
1830,5,missing sweets <br/>not proper packings 
1831,1,nice test
1832,1,Despite of instructions there was no spice and chilli and not even Salt. did not like noodle at all. terrible experience 
1833,5,overall good chole is not good but it is okay okay
1834,5,not received shikhand.. missing shikhand in parcel 
1835,5,You must improve the quality of roti
1836,5,best items 🥰🥰🥰
1837,4,In Gujarati thali <br/>Very bad service<br/>2- Item missing <br/>No menu item <br/>Please don't order Gujarati thali<br/>_
1838,5,Excellent taste
1839,5,noodles k sath salad nahi diya tha aur tel bahut jayde tha
1840,3,feel good 
1841,5,Good 
1842,1,marcha bov nakh 
1843,1,taste not like mango and quantity was worth 10 rs
1844,2,cheese taste is totally worst and cheese taste issue pure sour taste ...I do n't like this 
1845,1,Requesting refund for pizza
1846,5,🍰
1847,1,Food was cold 
1848,1,Food is totally cold not satisfied I want my refund
1849,3,very good taste and fresh
1850,4,one by one free not receive 
1851,1,it could be better if u refund some money 
1852,1,"food was very cold. taste also average.even after ordering and specifically asking for extra oregano, they did not do it."
1853,5,Pizza was not hot enough 👎🏻
1854,5,pizza was chopped
1855,5,super 
1856,5,realy hot and fresh
1857,4,Bad pizza
1858,5,"ovenstory delivery boy is very rude. not communication skill is very bad., he has took 1.5 hours to delivered my order"
1859,5,food good 👍
1860,5,it was smaller than what it looked like in the picture so it seemed costlier
1861,1,I got the wrong order
1862,1,it took my order and half hour later says it won't deliver
1863,1,After accepting order they denied for delivery After 45 min .. really bad service 😒 by zomato and restaurant 
1864,5,nice
1865,5,Good
1866,1,This restaurant is using adulterated sodas. 
1867,1,Not upto expectations and price point
1868,1,The pizza did not seem fresh. It was very cold. 
1869,2,taste is very bad and ingridents are not fresh. delivery is too slow.
1870,1,the quantity of cheese was very less same as some regular marghereta pizza.<br/>
1871,1,👍👍👍👍👍
1872,1,on time delivery and yummy pizza 
1873,1,na
1874,1,If u can’t deliver what u promise…it’s better to shut the thing down and not to loot people on their money.
1875,4,We ordered for cheese brust but didn't received the expected and also the pizza's were not served hot. 
1876,1,.
1877,3,.
1878,4,received cold pizza.....pizza bread is too hard to chew....
1879,5,best
1880,1,.
1881,1,The base was as thin as papad and we ordered pan crust and we got thin crust
1882,1,veggies were extremely dry on informing the team they were not even ready to accept very bad experience 
1883,2,please send fresh again 
1884,2,"pathetic pizzza ever , plz learn something from your competitors "
1885,1,delivery boy was pathetic
1886,5,excellent 
1887,5,liked the taste but its not filling. not worth the price i paid.
1888,1,The food is cold and not fresh... Bad quality 
1889,1,nice good test 
1890,5,Coke was missing
1891,1,"No proper packing, Delivery man informed restaurant didn't gave bag, serious hygiene compromise..!!"
1892,1,I received it all cold
1893,4,The pizza is all messed up and not in a condition to eat
1894,5,"The pizza was not hot at all, what happened man?"
1895,4,improve it and resolved the order 
1896,5,it was an absolute thandaaa pizzaa<br/>i wish it could be hot
1897,5,Bakwas
1898,5,taste is good but received cold
1899,5,it was cold n soggy
1900,1,awesome food and taste
1901,5,Very good delivery and taste.<br/>The portion was appropriate for two .<br/>4.5/5
1902,1,not hot... but taste is ok... low spicy
1903,1,Too late delivery. Food was prepared too late. Delivery also too late. All the food was too cold.
1904,5,I ordered tandoori paneer and I've received other item
1905,3,good
1906,1,the pizza was not cooked well<br/>it's feel like eating half cooked pizza
1907,5,Nice person  good man
1908,3,"delivery boy new &amp; not good ,bad behavior"
1909,1,worst pizaaa ever extremely oily would want a refund
1910,2,Good
1911,5,fast 
1912,2,Fastest delivery and awesome service. I got my order within 20 minutes. <br/>Thank you 
1913,1,very good delevery.<br/>Thank you so much partner.
1914,5,Refund of 50 given instead of arranging me the order : worst customer support
1915,3,Good test
1916,1,didt provide tomato souce chilliy souce with noodle
1917,1,very very green chilli 🌶  not liked 
1918,1,good 😊
1919,5,note tasty food
1920,3,foos quality is good 
1921,5,great service 
1922,1,fast 
1923,3,👍 best
1924,5,bhut tikha sabji bana diya tha
1925,5,no cutlery 
1926,3,Unhygienic food delivered
1927,4,I ordered paneer butter Masala and they send shev sabji
1928,5,Good taste! But u can add up a sweet in this package!
1929,5,good
1930,5,good
1931,5,not delivered
1932,4,delivery very good 
1933,2,Good
1934,1,excellent and best restaurant 
1935,5,very very poor and unsatisfied with packaging and food quality
1936,5,Fastest Delivery And Vary Good Communication 🙂🙂🙂🙂🙂
